,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
315,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8
316,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5
317,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
318,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5
319,5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5
320,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
321,6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6
322,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6
323,5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5
324,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7
325,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9.0,7
326,8.0,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10.0,6
327,6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6
328,5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10.0,5
329,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10.0,6
330,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6
331,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7
332,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6
333,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10.0,6
334,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10.0,5
335,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7
336,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7
337,5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6
338,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7
339,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6
340,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9.0,6
341,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9.0,6
342,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6
343,10.0,0.2,0.39,1.4,0.05,19,152,0.994,3.0,0.42,10.4,6
344,6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6
345,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6
346,7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5
347,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6
348,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9.0,6
349,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7
350,6.0,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7
352,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6
353,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6
354,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5
355,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6
356,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6
357,6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10.0,5
358,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6
359,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7
360,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7
361,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7
362,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10.0,7
363,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10.0,6
364,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7
365,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10.0,7
366,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9.0,6
367,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6
368,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6
369,6.0,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7
370,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7
371,5.0,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7
372,6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5
373,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6
374,7.0,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7
375,7.0,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7
376,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5
377,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6
378,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6
379,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5
380,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10.0,5
381,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
382,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
383,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5
384,6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6
385,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
386,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5
387,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5
388,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5
389,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6
390,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10.0,5
391,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7
392,6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5
393,6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6
394,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
395,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9.0,6
396,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
398,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5
399,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9.0,6
400,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
401,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
402,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9.0,5
403,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
404,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6
405,7.0,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7
406,7.0,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
407,7.0,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
408,7.0,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
409,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7
410,7.0,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
411,7.0,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
412,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5
413,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5
414,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5
415,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5
416,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5
417,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
418,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4
419,7.0,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8
420,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7
421,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5
422,6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8
423,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
424,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5
425,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7
426,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6
427,6.0,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8
428,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6
429,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11.0,6
430,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3
431,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5
432,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
433,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
434,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
435,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5
436,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5
437,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7
438,6.0,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7
439,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
440,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
441,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7
442,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
443,6.0,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6
444,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5
445,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
446,7.0,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5
447,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5
448,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
449,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5
450,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5
451,7.0,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6
452,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
453,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5
454,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5
455,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3.0,0.73,9.3,6
456,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10.0,5
457,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6
458,7.0,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7
459,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6
460,7.0,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5
461,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7
462,7.0,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6
463,7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6
464,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6
465,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
466,5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6
467,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5
468,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
469,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5
470,6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6
471,6.0,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
472,6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6
473,7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6
474,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6
475,7.0,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6
476,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7
477,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6
478,6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6
479,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6
480,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6
481,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4
482,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6
483,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10.0,5
484,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4
485,7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6
486,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6
487,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6
488,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5
489,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
490,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
491,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5
492,6.0,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10.0,7
493,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12.0,6
494,6.0,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10.0,7
495,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10.0,6
496,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6
497,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11.0,6
498,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6
499,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7
500,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6
501,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,5
502,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3.0,0.6,10.4,6
503,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6
504,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5
505,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
506,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
507,6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6
508,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6
509,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5
510,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6
511,7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4
512,6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6
513,5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6
514,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6
515,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6
516,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5
517,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9.0,6
518,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9.0,6
519,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9.0,6
520,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
521,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
522,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9.0,6
523,6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5
524,6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6
525,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4
526,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5
527,5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6
528,6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6
529,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9.0,6
530,6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10.0,6
531,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6
532,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6
533,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7
534,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5
535,7.0,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
536,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7
537,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3.0,0.38,12.1,7
538,7.0,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
539,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3.0,0.38,12.1,7
540,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7
541,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5
542,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6
543,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5
544,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6
545,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7
546,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5
547,7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6
548,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7
549,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5
550,7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10.0,6
551,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6
552,6.0,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5
553,6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6
554,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6
555,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5
556,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
557,6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5
558,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7
559,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7
560,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6
561,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
562,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7
563,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
564,6.0,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7
565,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5
566,5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5
567,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6
568,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
569,6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7
570,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
571,7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6
572,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7
573,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7
574,7.0,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6
575,7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,5
576,7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6
577,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5
578,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
579,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
580,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7
581,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5
582,7.0,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6
583,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
584,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7
585,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6
586,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6
587,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
588,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
589,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
590,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
591,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
592,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
593,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,5
594,7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6
595,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8
596,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6
597,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
598,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3.0,0.36,8.7,5
599,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3.0,0.36,8.7,5
600,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
601,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7
602,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6
603,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6
604,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
605,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9.0,5
606,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9.0,5
607,5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6
608,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5
609,6.0,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
610,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11.0,8
611,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
612,7.0,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
613,7.0,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
614,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6
615,7.0,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5
616,7.0,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5
617,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
618,6.0,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5
619,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6
620,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6
621,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7
622,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5
623,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5
624,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5
625,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11.0,7
626,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9.0,4
627,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6
